ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIO_ID,MANTENIMIENTO_ID
1309,MAL FUNCIONAMIENTO,2024-01-06T00:00:00,CERRADA,['627-84-9799'],"['MNT-00047', 'MNT-02815']"
1310,VANDALISMO,2023-10-27T00:00:00,ABIERTA,"['624-13-0761', '180-93-1480', '229-87-2554']",['MNT-00312']
1311,MAL FUNCIONAMIENTO,2024-07-18T00:00:00,CERRADA,"['309-57-3027', '815-60-6043']","['MNT-03654', 'MNT-06074']"
1312,DESGASTE,2024-10-04T00:00:00,CERRADA,"['431-39-1555', '427-28-6225']",['MNT-06526']
1313,MAL FUNCIONAMIENTO,2024-01-22T00:00:00,ABIERTA,"['406-59-8764', '837-96-6373']",['MNT-14092']
1314,MAL FUNCIONAMIENTO,2023-11-30T00:00:00,CERRADA,"['709-67-2097', '432-46-8670']",['MNT-09594']
1315,VANDALISMO,2024-07-25T00:00:00,ABIERTA,"['628-73-9187', '705-35-8360', '286-98-4422']","['MNT-00349', 'MNT-01799']"
1316,DESGASTE,2024-09-12T00:00:00,CERRADA,"['678-63-6289', '684-48-2844']",['MNT-06515']
1317,DESGASTE,2024-07-04T00:00:00,ABIERTA,"['641-40-2630', '913-50-9579', '852-00-6012']",['MNT-14613']
1318,MAL FUNCIONAMIENTO,2024-05-15T00:00:00,ABIERTA,"['276-77-1266', '391-42-7005']","['MNT-00068', 'MNT-00435', 'MNT-05735', 'MNT-12209']"
1319,MAL FUNCIONAMIENTO,2024-07-16T00:00:00,ABIERTA,['202-58-9347'],['MNT-13641']
1320,MAL FUNCIONAMIENTO,2024-01-25T00:00:00,CERRADA,"['560-92-4692', '682-21-2505']","['MNT-09753', 'MNT-14237']"
1321,VANDALISMO,2023-10-28T00:00:00,CERRADA,"['311-38-0924', '090-08-3238', '602-22-9326']",['MNT-00139']
1322,MAL FUNCIONAMIENTO,2024-01-10T00:00:00,ABIERTA,"['947-16-1924', '071-58-9273']",['MNT-07919']
1323,DESGASTE,2024-04-22T00:00:00,ABIERTA,"['880-88-6445', '507-30-2737']","['MNT-04443', 'MNT-05856']"
1324,DESGASTE,2024-01-10T00:00:00,CERRADA,"['334-54-9587', '143-76-5360']","['MNT-02247', 'MNT-04751', 'MNT-09770']"
1325,ROTURA,2023-12-15T00:00:00,CERRADA,"['929-82-9160', '431-56-3897', '150-61-6281']","['MNT-02942', 'MNT-06897']"
1326,ROTURA,2024-05-09T00:00:00,ABIERTA,"['093-16-4800', '074-74-9595']",['MNT-06581']
1327,DESGASTE,2024-06-22T00:00:00,ABIERTA,"['833-01-1328', '781-22-2463']",['MNT-03200']
1328,MAL FUNCIONAMIENTO,2024-02-15T00:00:00,CERRADA,"['267-02-4340', '619-54-7208']","['MNT-03589', 'MNT-07581']"
1329,MAL FUNCIONAMIENTO,2024-09-25T00:00:00,CERRADA,['092-20-9011'],['MNT-14512']
1330,VANDALISMO,2024-03-17T00:00:00,ABIERTA,"['552-24-6641', '303-04-6566']",['MNT-11293']
1331,DESGASTE,2023-12-10T00:00:00,ABIERTA,"['637-46-3222', '521-35-1172', '187-05-8164']",['MNT-00859']
1332,VANDALISMO,2024-09-10T00:00:00,ABIERTA,['015-67-0092'],['MNT-05121']
1333,VANDALISMO,2024-03-16T00:00:00,ABIERTA,"['314-93-0671', '345-04-0305', '687-57-9408']",['MNT-12798']
1334,VANDALISMO,2024-03-27T00:00:00,ABIERTA,"['200-66-4570', '336-04-3719']",['MNT-01539']
1335,ROTURA,2023-05-11T00:00:00,CERRADA,"['449-84-4578', '302-83-7027', '111-74-2551']",['MNT-07278']
1336,DESGASTE,2024-02-18T00:00:00,CERRADA,"['545-49-4849', '554-49-0304', '396-71-7536']",['MNT-13549']
1337,MAL FUNCIONAMIENTO,2023-11-17T00:00:00,ABIERTA,['027-65-7099'],['MNT-11365']
1338,MAL FUNCIONAMIENTO,2024-09-23T00:00:00,ABIERTA,"['688-06-7852', '370-74-4793']",['MNT-01151']
1339,ROTURA,2023-10-16T00:00:00,CERRADA,"['376-51-8818', '980-92-7579', '894-53-9678']",['MNT-00860']
1340,VANDALISMO,2024-01-27T00:00:00,CERRADA,"['427-21-6370', '304-33-6004', '983-42-4535']","['MNT-01979', 'MNT-07047']"
1341,MAL FUNCIONAMIENTO,2024-11-07T00:00:00,CERRADA,"['384-54-8017', '312-77-4800', '077-89-2083']",['MNT-08487']
1342,VANDALISMO,2023-12-06T00:00:00,CERRADA,"['557-24-8127', '806-44-2389']",['MNT-01352']
1343,DESGASTE,2024-06-15T00:00:00,ABIERTA,"['505-22-6267', '179-54-0185', '755-65-5535']",['MNT-13017']
1344,VANDALISMO,2024-02-12T00:00:00,ABIERTA,['725-07-0973'],['MNT-13404']
1345,ROTURA,2024-07-14T00:00:00,ABIERTA,"['756-62-8300', '992-16-8972']","['MNT-02238', 'MNT-10840', 'MNT-11231']"
1346,MAL FUNCIONAMIENTO,2024-08-29T00:00:00,ABIERTA,['488-60-7670'],['MNT-14907']
1347,DESGASTE,2024-03-08T00:00:00,CERRADA,"['202-74-0190', '452-30-0493']",['MNT-03047']
1348,ROTURA,2024-03-05T00:00:00,CERRADA,"['711-48-3722', '249-92-0898']","['MNT-10306', 'MNT-13492']"
1349,DESGASTE,2024-05-21T00:00:00,CERRADA,"['828-76-1258', '092-80-7733']",['MNT-08497']
1350,ROTURA,2024-10-07T00:00:00,ABIERTA,['873-88-3822'],['MNT-14265']
1351,MAL FUNCIONAMIENTO,2024-02-01T00:00:00,CERRADA,"['239-85-0439', '514-54-3726']",['MNT-04175']
1352,VANDALISMO,2024-07-31T00:00:00,CERRADA,"['350-24-5420', '836-55-2765']","['MNT-08247', 'MNT-11804', 'MNT-12684']"
1353,MAL FUNCIONAMIENTO,2024-01-17T00:00:00,CERRADA,"['544-11-1006', '990-04-8745']",['MNT-10542']
1354,ROTURA,2024-03-17T00:00:00,CERRADA,"['679-87-1658', '222-63-7686', '000-83-5784']",['MNT-09101']
1355,ROTURA,2024-08-14T00:00:00,ABIERTA,['690-16-4774'],['MNT-00069']
1356,MAL FUNCIONAMIENTO,2024-01-01T00:00:00,ABIERTA,['459-47-3010'],['MNT-12040']
1357,ROTURA,2024-09-10T00:00:00,CERRADA,"['916-97-4606', '411-75-2634']",['MNT-06226']
1358,DESGASTE,2023-11-23T00:00:00,CERRADA,['716-71-0442'],['MNT-12661']
1359,MAL FUNCIONAMIENTO,2024-01-24T00:00:00,ABIERTA,['436-21-1894'],['MNT-05035']
1360,MAL FUNCIONAMIENTO,2024-01-13T00:00:00,ABIERTA,"['946-15-3043', '879-29-3562', '070-87-0634']","['MNT-05178', 'MNT-08139']"
1361,DESGASTE,2024-05-31T00:00:00,ABIERTA,['958-77-1100'],['MNT-04505']
1362,VANDALISMO,2024-09-05T00:00:00,CERRADA,"['981-21-9462', '799-93-5536']",['MNT-13449']
1363,VANDALISMO,2024-01-11T00:00:00,CERRADA,"['365-45-2652', '568-37-3203', '901-45-2645']",['MNT-14110']
1364,DESGASTE,2024-01-25T00:00:00,ABIERTA,"['854-66-5721', '963-17-1184']",['MNT-09184']
1365,MAL FUNCIONAMIENTO,2024-06-24T00:00:00,CERRADA,['044-52-4825'],['MNT-13618']
1366,ROTURA,2023-11-06T00:00:00,ABIERTA,"['312-45-3152', '269-48-6791']",['MNT-09139']
1367,ROTURA,2024-10-11T00:00:00,ABIERTA,['153-97-1509'],['MNT-08434']
1368,DESGASTE,2024-07-07T00:00:00,CERRADA,"['623-26-3176', '609-86-2075']","['MNT-00943', 'MNT-12106']"
1369,ROTURA,2024-02-18T00:00:00,ABIERTA,['182-17-5086'],['MNT-02415']
1370,MAL FUNCIONAMIENTO,2024-08-03T00:00:00,CERRADA,"['070-87-0634', '873-68-9874', '101-33-0117']",['MNT-12723']
1371,DESGASTE,2023-12-17T00:00:00,ABIERTA,['007-10-6479'],['MNT-07434']
1372,DESGASTE,2024-02-11T00:00:00,CERRADA,"['487-89-3403', '612-41-6662']",['MNT-08298']
1373,DESGASTE,2023-12-30T00:00:00,CERRADA,"['559-63-3041', '404-64-8828', '314-96-5174']",['MNT-11756']
1374,VANDALISMO,2024-03-20T00:00:00,CERRADA,"['548-48-5149', '759-44-3129']",['MNT-01929']
1375,VANDALISMO,2023-12-08T00:00:00,CERRADA,"['016-41-0419', '625-40-5375']",['MNT-02490']
1376,MAL FUNCIONAMIENTO,2024-08-07T00:00:00,ABIERTA,"['404-55-0783', '748-64-7556']",['MNT-05062']
1377,DESGASTE,2024-07-31T00:00:00,ABIERTA,"['272-35-5549', '911-90-7448', '305-03-4159']",['MNT-01153']
1378,VANDALISMO,2024-05-24T00:00:00,CERRADA,"['468-08-8576', '621-32-8863', '824-28-0341']",['MNT-06245']
1379,MAL FUNCIONAMIENTO,2024-09-14T00:00:00,ABIERTA,['711-36-4464'],['MNT-03269']
1380,VANDALISMO,2023-11-03T00:00:00,ABIERTA,"['470-20-7278', '806-16-2814']",['MNT-12514']
1381,DESGASTE,2024-02-06T00:00:00,CERRADA,"['157-25-0610', '392-38-0714']",['MNT-03951']
1382,ROTURA,2024-02-23T00:00:00,ABIERTA,"['678-34-8329', '374-61-4862', '826-69-1696']",['MNT-10012']
1383,ROTURA,2024-02-09T00:00:00,ABIERTA,"['887-79-2189', '984-16-7156', '529-22-5928']","['MNT-02148', 'MNT-14150']"
1384,VANDALISMO,2024-04-03T00:00:00,ABIERTA,"['325-54-0037', '148-01-0516']",['MNT-01191']
1385,ROTURA,2024-03-31T00:00:00,ABIERTA,"['473-99-0568', '366-64-1018']",['MNT-08815']
1386,ROTURA,2023-12-02T00:00:00,CERRADA,"['266-90-5349', '306-26-1228', '249-14-5386']","['MNT-11817', 'MNT-13751']"
1387,DESGASTE,2023-10-16T00:00:00,ABIERTA,['836-57-1465'],"['MNT-04397', 'MNT-04960']"
1388,VANDALISMO,2024-09-19T00:00:00,CERRADA,"['217-85-8179', '258-35-2613', '527-34-0423']","['MNT-06168', 'MNT-10272']"
1389,DESGASTE,2023-10-22T00:00:00,ABIERTA,['592-25-2140'],"['MNT-06362', 'MNT-06872', 'MNT-11424']"
1390,ROTURA,2024-10-05T00:00:00,CERRADA,['226-23-4813'],['MNT-11809']
1391,MAL FUNCIONAMIENTO,2024-06-04T00:00:00,ABIERTA,['985-25-1629'],"['MNT-07167', 'MNT-09801']"
1392,DESGASTE,2024-06-05T00:00:00,ABIERTA,"['479-59-1262', '065-01-0236']",['MNT-07195']
1393,MAL FUNCIONAMIENTO,2024-09-13T00:00:00,ABIERTA,"['932-49-3729', '282-30-1884']","['MNT-04168', 'MNT-08834']"
1394,MAL FUNCIONAMIENTO,2023-12-06T00:00:00,ABIERTA,"['427-54-7046', '733-60-1172', '061-67-5503']",['MNT-03588']
1395,VANDALISMO,2024-02-06T00:00:00,ABIERTA,"['614-14-0760', '364-47-0003']","['MNT-12095', 'MNT-14602']"
1396,MAL FUNCIONAMIENTO,2024-04-26T00:00:00,ABIERTA,"['030-25-7651', '008-14-9332', '938-68-2871']","['MNT-00885', 'MNT-07123']"
1397,DESGASTE,2024-08-23T00:00:00,ABIERTA,"['057-70-0978', '272-80-3547', '297-74-7406']",['MNT-03214']
1398,VANDALISMO,2024-03-06T00:00:00,CERRADA,['102-46-2532'],['MNT-00651']
1399,VANDALISMO,2023-10-16T00:00:00,CERRADA,['046-77-3916'],['MNT-07715']
1400,ROTURA,2024-07-17T00:00:00,ABIERTA,"['851-25-9983', '027-83-3206', '286-01-0595']","['MNT-05376', 'MNT-06772']"
1401,MAL FUNCIONAMIENTO,2023-12-26T00:00:00,CERRADA,['844-09-7388'],['MNT-03006']
1402,ROTURA,2024-08-18T00:00:00,ABIERTA,['044-11-1527'],['MNT-14368']
1403,ROTURA,2023-11-25T00:00:00,CERRADA,['452-56-9105'],"['MNT-05709', 'MNT-06344']"
1404,MAL FUNCIONAMIENTO,2024-02-12T00:00:00,CERRADA,"['681-58-0613', '809-36-1833', '511-53-4521']",['MNT-14283']
1405,MAL FUNCIONAMIENTO,2024-07-08T00:00:00,CERRADA,"['736-93-1739', '613-06-5700']","['MNT-02608', 'MNT-09133']"
1406,VANDALISMO,2024-09-13T00:00:00,ABIERTA,['385-23-7311'],['MNT-10608']
1407,MAL FUNCIONAMIENTO,2024-08-14T00:00:00,ABIERTA,['546-27-8063'],['MNT-12073']
1408,ROTURA,2024-05-13T00:00:00,ABIERTA,['043-50-2321'],"['MNT-06092', 'MNT-08144']"
1409,ROTURA,2024-04-15T00:00:00,ABIERTA,"['254-30-8935', '167-53-9210', '111-57-0612']",['MNT-09271']
1410,VANDALISMO,2024-07-11T00:00:00,CERRADA,['696-02-7026'],['MNT-09144']
1411,DESGASTE,2024-05-14T00:00:00,ABIERTA,"['450-94-5820', '174-06-8120']","['MNT-04243', 'MNT-08982']"
1412,ROTURA,2024-07-10T00:00:00,ABIERTA,"['641-21-6744', '238-79-5970']",['MNT-04913']
1413,VANDALISMO,2024-07-14T00:00:00,CERRADA,"['852-68-3513', '218-00-4040']",['MNT-11833']
1414,MAL FUNCIONAMIENTO,2024-02-11T00:00:00,CERRADA,"['427-83-1299', '989-19-6891']",['MNT-14756']
1415,MAL FUNCIONAMIENTO,2024-03-01T00:00:00,ABIERTA,"['447-15-5280', '108-49-6895']",['MNT-08766']
1416,VANDALISMO,2024-07-17T00:00:00,CERRADA,"['497-04-7406', '199-97-0966', '294-16-8118']",['MNT-04133']
1417,MAL FUNCIONAMIENTO,2023-11-10T00:00:00,CERRADA,"['874-87-1041', '380-26-3361', '626-29-8297']",['MNT-10283']
1418,DESGASTE,2024-08-07T00:00:00,CERRADA,['378-07-7393'],"['MNT-09476', 'MNT-09709']"
1419,VANDALISMO,2023-11-03T00:00:00,CERRADA,"['384-33-1655', '909-45-0572', '028-70-0886']",['MNT-00510']
1420,MAL FUNCIONAMIENTO,2024-10-12T00:00:00,CERRADA,"['202-58-9347', '944-31-0750', '096-08-7345']",['MNT-07916']
1421,MAL FUNCIONAMIENTO,2024-04-20T00:00:00,CERRADA,['759-50-2474'],['MNT-08280']
1422,VANDALISMO,2024-06-08T00:00:00,ABIERTA,"['328-82-6784', '406-65-6563', '773-05-1550']",['MNT-04973']
1423,VANDALISMO,2024-09-02T00:00:00,ABIERTA,"['210-66-4779', '918-39-5464']",['MNT-06659']
1424,VANDALISMO,2024-07-05T00:00:00,ABIERTA,"['647-58-8630', '978-04-9425', '308-26-7222']",['MNT-03713']
1425,VANDALISMO,2024-06-15T00:00:00,CERRADA,"['445-96-4233', '700-54-1921', '522-58-1512']",['MNT-08492']
1426,MAL FUNCIONAMIENTO,2024-04-22T00:00:00,ABIERTA,"['215-32-3189', '548-48-5149']",['MNT-04067']
1427,ROTURA,2024-05-11T00:00:00,CERRADA,"['772-81-3749', '590-79-0848', '230-73-4155']",['MNT-01294']
1428,VANDALISMO,2024-06-11T00:00:00,ABIERTA,"['463-99-3907', '192-39-3034']",['MNT-07621']
1429,MAL FUNCIONAMIENTO,2024-09-21T00:00:00,CERRADA,"['984-47-2359', '377-17-9383']",['MNT-03802']
1430,DESGASTE,2024-08-17T00:00:00,CERRADA,['595-21-8723'],['MNT-04788']
1431,VANDALISMO,2023-10-28T00:00:00,CERRADA,"['185-60-3838', '712-99-3110']",['MNT-05902']
1432,DESGASTE,2024-07-03T00:00:00,ABIERTA,"['792-76-5914', '441-58-7853']",['MNT-01353']
1433,VANDALISMO,2024-09-30T00:00:00,ABIERTA,"['439-95-7465', '149-65-0157', '034-59-5912']",['MNT-12139']
1434,ROTURA,2024-09-22T00:00:00,ABIERTA,"['292-64-2572', '876-57-8836', '394-22-8016']",['MNT-12584']
1435,MAL FUNCIONAMIENTO,2023-11-16T00:00:00,ABIERTA,"['840-21-1747', '022-62-9023']",['MNT-13744']
1436,MAL FUNCIONAMIENTO,2023-10-28T00:00:00,CERRADA,"['436-10-1935', '172-82-6959', '875-70-3127']",['MNT-01494']
1437,VANDALISMO,2024-05-30T00:00:00,CERRADA,"['396-36-4277', '178-54-7373']","['MNT-03785', 'MNT-14979']"
1438,MAL FUNCIONAMIENTO,2024-05-29T00:00:00,CERRADA,"['305-83-8410', '821-95-6398']",['MNT-09959']
1439,VANDALISMO,2023-12-25T00:00:00,ABIERTA,"['656-28-1334', '911-94-5297', '614-29-3004']","['MNT-05496', 'MNT-06439']"
1440,VANDALISMO,2024-07-01T00:00:00,CERRADA,['401-91-5567'],['MNT-03459']
1441,VANDALISMO,2024-06-07T00:00:00,ABIERTA,"['756-29-2734', '480-01-1122']",['MNT-02928']
1442,MAL FUNCIONAMIENTO,2023-12-04T00:00:00,ABIERTA,"['486-83-0979', '531-00-5327']","['MNT-02827', 'MNT-08091']"
1443,DESGASTE,2024-08-09T00:00:00,CERRADA,"['800-24-3767', '959-88-2728']",['MNT-14262']
1444,VANDALISMO,2024-05-06T00:00:00,ABIERTA,"['570-04-0865', '974-75-2666', '613-36-3102']",['MNT-11385']
1445,MAL FUNCIONAMIENTO,2024-06-24T00:00:00,ABIERTA,"['741-66-5569', '810-14-5095']",['MNT-09279']
1446,ROTURA,2024-06-02T00:00:00,ABIERTA,"['508-72-1641', '994-62-6177']","['MNT-13178', 'MNT-14763']"
1447,VANDALISMO,2024-07-31T00:00:00,ABIERTA,['175-27-0340'],['MNT-09373']
1448,DESGASTE,2024-01-24T00:00:00,CERRADA,"['774-05-5844', '646-49-3217']",['MNT-07474']
1449,DESGASTE,2024-03-02T00:00:00,ABIERTA,"['467-32-0559', '193-39-5414']",['MNT-11940']
1450,DESGASTE,2024-07-31T00:00:00,ABIERTA,"['942-02-9734', '281-88-1844']",['MNT-09158']
1451,DESGASTE,2024-09-06T00:00:00,CERRADA,"['619-80-0909', '698-52-5306']","['MNT-05407', 'MNT-08503']"
1452,DESGASTE,2024-08-08T00:00:00,ABIERTA,['383-64-4316'],['MNT-10813']
1453,MAL FUNCIONAMIENTO,2023-12-30T00:00:00,ABIERTA,"['895-39-6187', '536-58-0530']",['MNT-00532']
1454,MAL FUNCIONAMIENTO,2024-01-30T00:00:00,CERRADA,['742-69-7440'],['MNT-12190']
1455,MAL FUNCIONAMIENTO,2024-02-11T00:00:00,CERRADA,"['798-82-0739', '810-98-7093', '027-21-4626']",['MNT-13572']
1456,VANDALISMO,2024-10-05T00:00:00,ABIERTA,"['700-54-1879', '960-15-3577']",['MNT-06408']
1457,VANDALISMO,2024-07-06T00:00:00,ABIERTA,"['522-07-8264', '845-62-8960']",['MNT-04248']
1458,ROTURA,2024-07-13T00:00:00,CERRADA,"['298-58-8108', '642-00-1772', '549-28-7386']",['MNT-02483']
1459,VANDALISMO,2024-05-26T00:00:00,CERRADA,"['491-81-8628', '612-08-7904']","['MNT-02085', 'MNT-12531']"
1460,DESGASTE,2024-06-06T00:00:00,ABIERTA,"['156-93-0963', '759-50-2474']",['MNT-06443']
1461,MAL FUNCIONAMIENTO,2024-07-12T00:00:00,ABIERTA,['430-69-5241'],['MNT-05926']
1462,ROTURA,2024-03-26T00:00:00,CERRADA,"['619-62-0219', '289-58-1191', '601-41-8345']",['MNT-07684']
1463,MAL FUNCIONAMIENTO,2024-10-09T00:00:00,ABIERTA,"['828-04-7842', '708-62-7837']",['MNT-08165']
1464,ROTURA,2024-06-08T00:00:00,ABIERTA,"['911-11-1566', '803-05-9153']","['MNT-01192', 'MNT-06511']"
1465,MAL FUNCIONAMIENTO,2024-01-08T00:00:00,ABIERTA,"['910-39-3627', '197-54-6424']",['MNT-08221']
1466,VANDALISMO,2024-08-05T00:00:00,ABIERTA,['614-16-9184'],['MNT-08689']
1467,MAL FUNCIONAMIENTO,2024-09-23T00:00:00,ABIERTA,"['789-55-1255', '402-34-9297']",['MNT-00462']
1468,ROTURA,2024-08-15T00:00:00,ABIERTA,['410-40-0221'],"['MNT-04578', 'MNT-04717', 'MNT-08826']"
1469,DESGASTE,2024-02-23T00:00:00,CERRADA,['644-68-0145'],['MNT-04069']
1470,VANDALISMO,2024-08-18T00:00:00,CERRADA,"['898-07-8960', '711-33-4768']",['MNT-07449']
1471,DESGASTE,2023-11-21T00:00:00,CERRADA,"['234-98-6190', '908-92-9777', '284-15-0798']",['MNT-04020']
1472,DESGASTE,2024-01-22T00:00:00,CERRADA,"['836-13-3230', '020-54-3562', '270-68-9782']",['MNT-04357']
1473,DESGASTE,2024-05-28T00:00:00,CERRADA,"['768-07-7448', '010-59-9341']",['MNT-12798']
1474,MAL FUNCIONAMIENTO,2023-11-19T00:00:00,CERRADA,"['468-06-8535', '507-54-9719']",['MNT-00518']
1475,MAL FUNCIONAMIENTO,2024-04-23T00:00:00,CERRADA,"['468-88-2583', '166-40-4190', '432-46-8670']",['MNT-14382']
1476,MAL FUNCIONAMIENTO,2024-07-25T00:00:00,CERRADA,"['777-25-9393', '219-72-1256']",['MNT-06909']
1477,VANDALISMO,2023-11-12T00:00:00,CERRADA,"['570-04-0865', '529-05-8894', '456-21-3762']","['MNT-06026', 'MNT-09375']"
1478,ROTURA,2024-09-13T00:00:00,CERRADA,['449-31-5015'],['MNT-10487']
1479,MAL FUNCIONAMIENTO,2024-08-10T00:00:00,ABIERTA,['579-47-4933'],['MNT-00131']
1480,DESGASTE,2023-11-03T00:00:00,CERRADA,"['457-35-3969', '136-13-9638']",['MNT-08650']
1481,DESGASTE,2024-04-05T00:00:00,CERRADA,"['343-57-4122', '948-96-6590', '154-29-8712']",['MNT-00120']
1482,VANDALISMO,2024-09-21T00:00:00,CERRADA,"['188-71-2426', '127-53-5775', '916-17-8422']",['MNT-13797']
1483,ROTURA,2023-12-13T00:00:00,ABIERTA,"['865-25-0669', '777-73-7288', '352-29-2361']",['MNT-07913']
1484,VANDALISMO,2024-05-25T00:00:00,ABIERTA,['856-46-4752'],['MNT-05495']
1485,ROTURA,2024-01-28T00:00:00,CERRADA,"['838-84-4246', '597-17-5183']",['MNT-02250']
1486,MAL FUNCIONAMIENTO,2024-01-05T00:00:00,CERRADA,"['344-58-5422', '550-30-7486', '374-44-2172']",['MNT-06582']
1487,VANDALISMO,2024-09-20T00:00:00,ABIERTA,['072-33-3517'],['MNT-14727']
1488,DESGASTE,2024-08-07T00:00:00,ABIERTA,['139-30-3198'],['MNT-10041']
1489,VANDALISMO,2024-06-18T00:00:00,ABIERTA,"['970-36-6644', '410-22-0160', '703-77-8514']",['MNT-00383']
1490,MAL FUNCIONAMIENTO,2024-10-01T00:00:00,CERRADA,"['175-71-9974', '169-60-3105', '331-33-1849']",['MNT-13481']
1491,MAL FUNCIONAMIENTO,2023-10-27T00:00:00,ABIERTA,"['655-16-4467', '900-70-0008', '689-65-3587']",['MNT-07524']
1492,VANDALISMO,2023-02-11T00:00:00,ABIERTA,['097-00-7865'],"['MNT-10934', 'MNT-12306']"
1493,DESGASTE,2024-09-20T00:00:00,CERRADA,"['864-52-9129', '858-73-1875']",['MNT-04159']
1494,MAL FUNCIONAMIENTO,2024-04-08T00:00:00,ABIERTA,"['825-69-4206', '086-79-4071', '041-84-1833']",['MNT-02280']
1495,ROTURA,2024-07-10T00:00:00,ABIERTA,"['147-52-0965', '288-22-3973', '463-07-0280']","['MNT-02974', 'MNT-09798']"
1496,DESGASTE,2024-07-08T00:00:00,ABIERTA,['223-38-3180'],['MNT-08690']
1497,MAL FUNCIONAMIENTO,2024-06-06T00:00:00,ABIERTA,['948-50-8975'],"['MNT-07510', 'MNT-10999']"
1498,DESGASTE,2024-05-17T00:00:00,CERRADA,"['689-22-5594', '951-51-4666', '568-67-4523']",['MNT-10418']
1499,DESGASTE,2024-12-04T00:00:00,CERRADA,['141-09-5852'],"['MNT-03299', 'MNT-08538']"
1500,VANDALISMO,2024-02-22T00:00:00,ABIERTA,"['928-49-5820', '899-69-0843', '226-69-0094']",['MNT-00978']
1501,VANDALISMO,2023-05-12T00:00:00,ABIERTA,"['713-74-3862', '480-01-1122']",['MNT-07743']
1502,DESGASTE,2024-01-04T00:00:00,ABIERTA,"['873-08-9948', '186-03-3593']",['MNT-06137']
1503,MAL FUNCIONAMIENTO,2024-10-01T00:00:00,ABIERTA,"['372-20-0276', '221-33-9088']",['MNT-09014']
1504,ROTURA,2024-01-15T00:00:00,ABIERTA,"['677-28-4853', '658-30-0775']","['MNT-00130', 'MNT-07702']"
1505,MAL FUNCIONAMIENTO,2024-10-04T00:00:00,ABIERTA,"['290-90-3403', '646-43-9167']",['MNT-14793']
1506,DESGASTE,2024-06-08T00:00:00,ABIERTA,"['179-27-2478', '811-03-7265', '913-50-4898']",['MNT-01178']
1507,ROTURA,2023-11-16T00:00:00,ABIERTA,"['825-44-9054', '996-53-5892', '849-79-8851']",['MNT-08742']
1508,DESGASTE,2024-09-06T00:00:00,CERRADA,"['708-19-1546', '610-87-1427', '568-92-4275']",['MNT-02075']
1509,MAL FUNCIONAMIENTO,2024-06-01T00:00:00,CERRADA,"['067-99-4677', '124-59-5090', '028-55-2776']","['MNT-03041', 'MNT-04244']"
1510,MAL FUNCIONAMIENTO,2024-04-26T00:00:00,CERRADA,"['247-76-1453', '793-58-5270', '804-18-2410']",['MNT-10590']
1511,ROTURA,2024-05-08T00:00:00,CERRADA,"['504-78-2370', '212-02-2584']",['MNT-02550']
1512,MAL FUNCIONAMIENTO,2024-07-17T00:00:00,ABIERTA,"['815-42-2517', '315-78-0454']","['MNT-07644', 'MNT-12434', 'MNT-13048']"
1513,MAL FUNCIONAMIENTO,2023-10-19T00:00:00,ABIERTA,"['686-33-3498', '880-42-4536', '424-24-7008']",['MNT-00040']
1514,MAL FUNCIONAMIENTO,2024-07-27T00:00:00,ABIERTA,['490-24-1863'],['MNT-03430']
1515,MAL FUNCIONAMIENTO,2024-04-27T00:00:00,CERRADA,"['843-71-8763', '777-11-0770']",['MNT-00634']
1516,ROTURA,2024-09-04T00:00:00,CERRADA,"['405-75-4570', '721-47-7070', '222-71-1991']","['MNT-05768', 'MNT-07940']"
1517,DESGASTE,2023-12-23T00:00:00,CERRADA,"['397-84-2785', '120-54-4482', '942-02-9734']",['MNT-06372']
1518,VANDALISMO,2024-05-22T00:00:00,CERRADA,['460-24-8337'],['MNT-11447']
1519,VANDALISMO,2024-03-27T00:00:00,CERRADA,"['826-41-0669', '780-24-0390']",['MNT-10524']
1520,ROTURA,2024-01-24T00:00:00,ABIERTA,"['797-26-0900', '527-37-0494', '014-75-5170']","['MNT-07976', 'MNT-14313']"
1521,ROTURA,2024-05-11T00:00:00,ABIERTA,"['559-69-9567', '221-43-9620', '635-68-9197']",['MNT-12351']
1522,DESGASTE,2023-11-22T00:00:00,CERRADA,['938-97-6755'],['MNT-07229']
1523,DESGASTE,2024-08-26T00:00:00,CERRADA,['314-93-0671'],['MNT-08427']
1524,MAL FUNCIONAMIENTO,2024-05-12T00:00:00,ABIERTA,"['584-36-6280', '287-57-2997']",['MNT-10142']
1525,MAL FUNCIONAMIENTO,2023-12-04T00:00:00,CERRADA,"['011-85-1482', '920-12-0005', '496-40-8393']",['MNT-10469']
1526,ROTURA,2023-10-17T00:00:00,CERRADA,['742-52-1977'],['MNT-09756']
1527,DESGASTE,2024-05-03T00:00:00,ABIERTA,['416-87-3315'],['MNT-12887']
1528,DESGASTE,2023-11-30T00:00:00,CERRADA,"['449-40-2597', '301-67-6088', '663-26-7532']",['MNT-04636']
1529,MAL FUNCIONAMIENTO,2024-08-23T00:00:00,CERRADA,"['586-44-8120', '241-50-7392']",['MNT-06163']
1530,ROTURA,2023-12-08T00:00:00,CERRADA,"['944-31-2217', '568-90-7522', '254-61-5659']",['MNT-03284']
1531,VANDALISMO,2024-03-24T00:00:00,CERRADA,"['585-07-8812', '671-06-1441', '962-37-1429']",['MNT-02289']
1532,ROTURA,2024-09-09T00:00:00,CERRADA,['514-51-0523'],['MNT-07627']
